gene_id,max_tpm,Body_vs_Head_FC,Body_vs_Head_padj,Major_vs_Body_FC,Major_vs_Body_padj,Ampullate_vs_Rest_FC,Ampullate_vs_Rest_padj,Tail_vs_Rest_FC,Tail_vs_Rest_padj,Duct_vs_Rest_FC,Duct_vs_Rest_padj,Sac_vs_Rest_FC,Sac_vs_Rest_padj,Body_vs_Head_PC1,Major_vs_Body_PC1,Ampullate_vs_Rest_PC1,Major_part_PC1,Major_part_PC2,MAG_part_Distance_PCA,MajorParts_PCA,Body_vs_Head_PLS1,Major_vs_Body_PLS1,Ampullate_vs_Rest_PLS1,MAG_part_p1,MAG_part_p2,MAG_part_Distance_PLS,MajorParts_PLS
augustus_masked-000000F-processed-gene-64.7,13.538672163686426,0.3591498307458873,0.7689589291905232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.5788049951847717e-4,NA,NA,NA,NA,NA,NA,-3.2066520059672145e-4,NA,NA,NA,NA,NA,NA
augustus_masked-000000F-processed-gene-85.1,29.116000576233937,0.5831252067538114,0.23528756882815824,-0.5322481756214825,0.177534436572759,-3.3254507852281288,1.0609457768572136e-5,-0.981600481665384,0.28801613237421886,-2.0040211933620045,0.03884276903240871,2.026223351280955,0.012822568137073626,0.003153444846458537,0.0024938793591831824,0.027737138200015707,0.018095247427841153,0.0457914106330374,0.049237092392202066,Sac,0.00626881328024421,-0.004351133770577568,-0.027135556280524605,0.003066731034824604,-0.03810139897470178,0.03822461828546313,Sac
augustus_masked-000000F-processed-gene-97.13,97.96988171930418,9.148013023601425,1.3814180869629666e-24,7.179295713348634,2.2585941819147476e-10,-1.6558848491699072,0.4193207211443203,NA,NA,NA,NA,NA,NA,0.02183155504931478,-0.02081209280969952,-1.2610852986847266e-4,NA,NA,NA,NA,0.011806923194745347,0.015629914325696773,-0.001769982768633825,NA,NA,NA,NA
augustus_masked-000001F-processed-gene-28.3,8.902021431088846,-5.931539514523538,2.1309171004915053e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.006947015080924446,NA,NA,NA,NA,NA,NA,-0.01083323454954207,NA,NA,NA,NA,NA,NA
augustus_masked-000001F-processed-gene-28.4,12.727563320592711,-6.708031452839549,2.9258887750599154e-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.007975708792615775,NA,NA,NA,NA,NA,NA,-0.011384103708444164,NA,NA,NA,NA,NA,NA
augustus_masked-000001F-processed-gene-28.5,12.856683528192928,-4.986772344742652,3.4121891587413925e-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.006847558698948862,NA,NA,NA,NA,NA,NA,-0.010465194553492358,NA,NA,NA,NA,NA,NA
augustus_masked-000001F-processed-gene-29.7,9.74641401146891,6.981980649965091,3.2692801244085974e-11,6.6045813291366855,5.630850219523847e-17,-0.08276313887042804,NA,NA,NA,NA,NA,NA,NA,0.009426748554432584,-0.007781837738035614,-4.259636317132053e-5,NA,NA,NA,NA,0.011725836271254635,0.01566698565295939,0.001349330254873897,NA,NA,NA,NA
augustus_masked-000001F-processed-gene-51.4,4.526041095923165,-1.1108646795517236,0.7121248603265095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.991727697603072e-4,NA,NA,NA,NA,NA,NA,-0.004771064382817875,NA,NA,NA,NA,NA,NA
augustus_masked-000001F-processed-gene-51.7,9.46379044459917,-0.13153893536543618,0.7888329464788151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.2744761927933448e-4,NA,NA,NA,NA,NA,NA,-8.111839287450293e-5,NA,NA,NA,NA,NA,NA
augustus_masked-000001F-processed-gene-58.8,14.753493557833426,-4.784680385778341,0.028490282054303283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0035907693649102532,NA,NA,NA,NA,NA,NA,-0.007893364942143506,NA,NA,NA,NA,NA,NA
augustus_masked-000001F-processed-gene-58.9,22.37652716885204,-3.033237825392039,2.384475953418095e-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.006029190158624254,NA,NA,NA,NA,NA,NA,-0.010437286485175393,NA,NA,NA,NA,NA,NA
augustus_masked-000001F-processed-gene-6.10,5.499214163825077,-3.7177123287281364,0.00022587119010926461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.004725795308826783,NA,NA,NA,NA,NA,NA,-0.01060331643764551,NA,NA,NA,NA,NA,NA
augustus_masked-000001F-processed-gene-75.8,58.709282401626574,0.803317786897192,8.919286160274242e-6,-0.19096213960156716,0.1747728931888969,0.13669289694150644,0.435857750524804,-0.29004613093525666,0.2988484543134534,-0.21836565930043272,0.5531110985077494,0.4548852514280194,0.0852290475382216,0.003096136910394561,7.393873328172377e-4,-2.9865492752608223e-4,0.0031170131131090834,5.518058839788047e-4,0.0031654795025221074,Undefined,0.011050588114445672,-0.007130451984974212,0.006339817003551276,0.015376905567077756,-0.017041708354771645,0.022953628220129394,Sac
augustus_masked-000001F-processed-gene-88.6,69.74952648294591,-0.5275304741648534,0.07118196103740713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0017590362496037993,NA,NA,NA,NA,NA,NA,-0.006934209883163753,NA,NA,NA,NA,NA,NA
augustus_masked-000001F-processed-gene-91.0,5.363387983558082,5.262899004758073,2.2700442212847296e-4,4.8583782443443235,1.1223768075870134e-4,-0.11395156903370382,NA,NA,NA,NA,NA,NA,NA,0.004664891549818432,-0.0036478483933488396,-2.4333148589461096e-4,NA,NA,NA,NA,0.011066163497870648,0.015150979248807164,0.007892546784428594,NA,NA,NA,NA
augustus_masked-000001F-processed-gene-91.3,16.539548701162737,1.823175472640535,0.005366858931546668,5.037891664225514,1.461564070214087e-14,-0.503342146337982,0.7166554427989968,NA,NA,NA,NA,NA,NA,0.00788909286143504,-0.016428918835959375,4.188551880003388e-5,NA,NA,NA,NA,0.009480048510900235,0.015499724517477768,-0.002419378139429325,NA,NA,NA,NA
augustus_masked-000002F-processed-gene-19.12,1071.1706498257006,8.892469035153262,2.041641267353186e-24,6.638710081701902,7.537218765475326e-5,-2.7095544215902594,0.10524508088566172,NA,NA,NA,NA,NA,NA,0.030808971189235132,-0.03220667232028989,0.0015758505033734342,NA,NA,NA,NA,0.01184470332802686,0.015235192701741954,-0.005370144554144104,NA,NA,NA,NA
augustus_masked-000002F-processed-gene-19.13,10.587993143571843,7.065274603894379,2.7570040621329326e-8,6.650229531042262,8.198767046696868e-10,-0.620505731267381,NA,NA,NA,NA,NA,NA,NA,0.00835306712908968,-0.006709042853379698,9.832668036989707e-5,NA,NA,NA,NA,0.011179462942204106,0.015459976685714472,-0.004720088292867798,NA,NA,NA,NA
