geneName,max_tpm,Body_vs_Head_PC1,Body_vs_Head_FC,Major_vs_Body_PC1,Major_vs_Body_FC,Major_part_PCA_PC1,Major_part_PCA_PC2,Major_part_PCA_dist,Major_part_PCA_class,Major_part_PLS_PC1,Major_part_PLS_PC2,Major_part_PLS_dist,Major_part_PLS_class,Tail_vs_Rest_FC,Sac_vs_Rest_FC,Duct_vs_Rest_FC,duct_1,duct_2,duct_3,duct_4,duct_5,sac_1,sac_2,sac_3,sac_4,sac_5,sac_6,tail_1,tail_2,tail_3,tail_4,tail_5,tail_6
MaSp2d,415.37229405777805,0.0022625231284151286,2.631502742664985,0.001678740363350467,1.2033181188088948,0.005856506307159099,-0.019741109794269643,0.020591505093975115,Duct,0.003763466464898532,0.0165689314376522,0.016990973156886434,Duct,-0.9481597598763772,-2.810166009926834,11.108987819738182,4.196868165221571,3.794536008072388,3.640555186725358,4.291435247046619,12.98474132167793,2.852483731948055,2.852483731948055,2.852483731948055,2.852483731948055,3.6673474344057624,2.852483731948055,2.852483731948055,3.393013801444154,4.04692711428534,2.852483731948055,2.852483731948055,2.852483731948055
LASC012622,20.814630442491634,7.607127036844143e-4,0.3218327379275303,9.620877348510683e-4,0.5040960816654911,0.004041103955039869,-0.012809823897999662,0.013432129744504485,Duct,0.01815782891084751,0.02267341897357519,0.029048075301246538,Duct,-1.4383094668535104,-0.21887489859174172,1.311488603079547,6.290545361445211,5.863345096830341,5.703348795907301,5.792669243124444,4.767313071605427,5.104038995417516,4.463757440590725,5.523451396314728,5.3976831677660195,5.043261955696502,4.769865114184846,4.986743227467589,4.483541143387021,3.947771891088644,4.845979027929072,4.515274119430461,4.297604265460521
LASC012639,9.27806406908785,7.361212063889718e-4,0.22199150187134317,8.276023811914927e-4,0.20813919219821927,0.011361634562917125,-0.011706075277377772,0.016313152311583073,Duct,0.02960120398797408,0.008779692146301084,0.030875787791107022,Duct,-1.8055785000320221,0.42149247373477283,0.9259224309196119,6.235817696070472,6.716960214818805,6.796767124504975,5.186445414863091,5.568617674701261,5.736870444072812,6.039947158140273,6.061300162400605,5.96488824780022,6.163595002193339,5.798239319070098,5.195989964414272,5.0617032696077136,4.559899070019675,4.585049086240604,4.354643391824584,4.860566921397741
slc35g1_11,9.36415960844198,9.155333659332258e-4,2.7440317194554527,0.002162154828560792,2.4000684202155833,0.001011658482168727,-0.025417434609886713,0.02543755953373694,Duct,0.012039087454539334,0.03322255379194652,0.03533663406716642,Duct,-5.465887124276137,-3.8845433158328713,5.664533298494527,6.1195746820363155,4.728784317200547,4.926132964510307,4.516785967496863,2.852483731948055,2.852483731948055,3.414369713794072,3.6815382590891885,2.852483731948055,2.852483731948055,2.852483731948055,2.852483731948055,2.852483731948055,2.852483731948055,2.852483731948055,2.852483731948055,2.852483731948055
LASC017626,244.35267985047906,0.004299616565910931,1.9634946282860104,0.008913814028867208,2.769969343157078,0.008519792145637715,-0.010315378765053873,0.013378860088639631,Duct,0.018168051698037695,0.010111901333767118,0.020792514304105014,Duct,-0.9438819363783196,0.09551936109750309,0.740788625819288,7.698315531323053,7.5277565803352555,7.962994210253364,6.213300796137615,7.730712110705278,7.5382444917722085,6.787852334116727,7.498677496549876,6.180472911806463,7.123812639475453,7.364381150449895,5.9554752893033776,6.214564292643642,4.559899070019675,7.288512046099444,6.022899150034495,7.331715531269704
znf84_2,14.742190527358149,4.981549825114629e-4,0.029510912867990253,0.0013897182095435495,0.3828881053936655,0.005436667489405612,-0.01615699709547033,0.01704716717033644,Duct,0.01638342714318545,0.025969500568738344,0.030705563742516873,Duct,-1.6994065376869438,-0.6143720261617606,1.791007151406794,5.091445931867871,7.093589279772584,6.4931933458437445,6.862717283302382,6.156920312203274,4.552456063587019,5.270960547469957,6.351003502960336,5.365407272165132,4.805202312235532,5.086598077367258,4.9287541884093,4.555168820414882,4.04692711428534,5.127046423225821,5.277641495223896,4.632747050952979
znf182,4.089700331426448,0.0016919623635491853,0.9019092429167763,0.0017223598863023411,0.6116014424627357,0.0063891825422315975,-0.011348486876063608,0.013023433031814037,Duct,0.01929016810259406,0.01661926914816926,0.025461945967377043,Duct,-3.9391988708980805,-0.028737443492746994,1.9284696138237558,4.196868165221571,3.697978768626678,4.18646564787804,4.516785967496863,4.924684924774938,3.3920661699679746,4.079533972700426,4.322600259525284,2.852483731948055,4.511249898280108,2.852483731948055,3.666915431336168,2.852483731948055,2.852483731948055,2.852483731948055,2.852483731948055,2.852483731948055
znf84_8,9.615209389201002,4.025015780239237e-4,0.24638976764287338,0.0017030411781734766,0.3912085482518394,0.010659166692839925,-0.015387523511384567,0.0187188064362865,Duct,0.02647895375911762,0.01844561161447469,0.03227035140821266,Duct,-2.3376247323244224,-0.04232606170623874,1.5805585030944989,5.091445931867871,6.370329580941056,6.197369366228469,6.287867423544782,5.893462789857629,4.911084610937774,5.6442658260959995,5.164731202007533,5.604496922974678,5.6804398175959205,4.643872732148281,4.424178972820782,4.237203113599633,4.435706654928215,4.373329524286915,3.628562935831896,4.240499102506453
LASC019506,14.911776503527932,0.002087313976590528,0.6315266353617917,6.806929826301179e-4,0.12882810503206676,0.007970683114887753,-0.014875182518249102,0.016876102757129103,Duct,0.024740921531672653,0.018115733644182785,0.030664197424738835,Duct,-1.827876954069375,0.01824399450229164,1.3060955900728988,5.947999981335832,6.112827283701178,6.2824752349583655,5.538403024544948,5.1671777683527615,4.683869833453917,5.611188489248684,5.64894471213753,5.365407272165132,4.98773118714684,5.220169826394357,4.9287541884093,4.965267620205509,4.04692711428534,4.4839754175330615,3.9375507817914452,3.709489466648267
LASC019772,32.48027733399464,4.940665993995255e-4,0.10763659203516009,0.0010225696828538675,0.21792804894087475,0.009293728996357347,-0.010241685653681883,0.013829877934622802,Duct,0.02919629901044577,0.010369847069422984,0.03098318260202746,Duct,-1.1589878638605149,0.36098381406060737,0.6234723506484817,8.201682180594016,8.402786956537874,8.758124072695965,7.653946969283419,7.842260186138506,8.102754628389238,8.225944487507345,7.900508816143269,7.983382181383101,8.14365982263686,7.898576019253171,7.4886109202031905,6.5843994204018905,7.248771795689546,7.288512046099444,6.840607375759541,6.660946877969986
fnip2,67.26020357191531,0.0024340799148697715,0.573742698139352,0.0055545119736239,1.1691523363055802,0.008963746707342138,-0.011315086294957175,0.01443537089567548,Duct,0.020845302884881754,0.011969468584553429,0.024037363219768324,Duct,-1.1187302844560438,0.40099685900291854,0.5593594222794102,10.34704688583138,10.760504764284013,10.847480479393756,10.015857178426579,9.155244701780033,10.017539293570048,9.098037169536221,10.857544512013703,10.272156398189747,10.407595500678447,10.11501724403513,8.620755534802713,8.058465737555323,9.47607208532387,10.017316397452499,9.11336298304623,8.989795571336835
igf2bp1,359.4276724709552,0.0012272201606475747,0.2961314783386784,9.721884109432728e-4,0.11758907698715389,0.009736968168797887,-0.00998139057287996,0.013944056328363,Duct,0.03046610866163203,0.009711680644276254,0.03197656200905251,Duct,-1.1287665583326032,0.3498706785227837,0.6193486581569527,12.23544511514665,12.35917329775269,12.805103643527719,11.942251327711647,12.25623233941372,12.382000056560866,12.129291550778841,12.257400475434405,11.95345919168836,12.31868007238423,11.816102360721205,11.51306275203667,11.129497737762861,10.790099440086465,11.00316320804796,10.844276528049065,11.31718234936058
klf7,128.22720569497997,9.185920052045975e-4,0.2437542585672188,7.628911125258545e-4,0.24097694863144453,0.00578224636815659,-0.019821834292416515,0.02064798992100876,Duct,0.015826150224534617,0.021875786055180424,0.027000315673368774,Duct,-0.91171329998748,-0.7378450798089808,1.428503559923998,8.884396216628232,10.334551659082566,9.782010602702803,8.763511398372179,8.402454386247445,8.097376651470176,7.695158082105935,8.202356982662774,8.88568304712046,6.926832690239317,8.100495219619095,9.258124646210975,8.407093331163406,7.19806872170354,6.671116157853149,6.203235578697277,7.854189278042601
actbeta,415.5582391362182,0.00720520838957266,2.2117206774898475,0.016142087525172367,3.377306806784541,0.012172268001544508,-0.023681152779487805,0.026626323540189834,Duct,0.021401284369892467,0.015608098586567651,0.026488256155681872,Duct,-2.0279192399092114,-0.23565228390614978,1.6423632202715568,10.975102123053631,11.165082528298717,12.015078028385878,8.392619892705044,9.067804039090671,10.548360937372088,9.511708751093895,9.520179154441415,10.169365482828418,8.056532378838607,9.790555038664966,7.892217087504369,9.102762408370433,7.6070185418394125,7.907063370172776,8.634929228364227,8.627575882556574
