geneName,Part,relativeIntensity,gland
glyp_2;glyp_3,Gland,9.344939675939762e-4,Minor
gmpr_gmpr2,Gland,2.114481856131576e-4,Minor
got1_3;REV__psma6,Gland,5.508445658571193e-4,Minor
got2,Gland,6.133895285546072e-4,Minor
gpd1,Gland,1.6949301150097858e-4,Minor
gpi;CON__Q3ZBD7,Gland,2.2433386248583965e-4,Minor
gpr158,Gland,3.961450842621436e-4,Minor
gpt2;gpt2_3;gpt2_4;gpt2_5,Gland,1.9826613467110714e-4,Minor
grhpr_7,Gland,8.248356836389962e-4,Minor
grn_6,Gland,1.2570902625243778e-4,Minor
grn_7,Gland,0.001840822720428634,Minor
gs2_2,Gland,0.0011292883016542788,Minor
gspt1,Gland,1.682232735796707e-4,Minor
gstd1_2;gstd1_gst1,Gland,4.286746867952284e-4,Minor
gstm1_3;gstm1_5;gstm1;LASC013486;gstm1_10,Gland,0.0012564733592570526,Minor
gstm2,Gland,1.080218578924161e-4,Minor
gstm3,Gland,0.0031231855605875344,Minor
gstz1_2,Gland,1.4809934599209487e-4,Minor
gyg1,Gland,1.1714578340392393e-4,Minor
gyg1_2,Gland,1.6322326937788886e-4,Minor
h2afv;his2av;LASC021431,Gland,4.8522639873705423e-4,Minor
h2afy,Gland,3.865498402898643e-4,Minor
hadh,Gland,1.774776810237666e-4,Minor
hadha,Gland,2.127828269402247e-4,Minor
hadhb,Gland,3.202109115589166e-4,Minor
hca,Dope,3.812018732837236e-4,Minor
hcb,Dope,2.1270783714342166e-4,Minor
hcc,Dope,1.8598330489466464e-4,Minor
hcd,Dope,3.621481959807063e-4,Minor
hce_hcf,Dope,6.765431611673873e-4,Minor
hcg,Dope,9.079694193722841e-4,Minor
hdgfl3;hdgfl3_2,Gland,1.611863184531923e-4,Minor
hdlbp_2;hdlbp_3,Gland,0.0019538151407983676,Minor
hibadh,Gland,1.489456269443289e-4,Minor
hibch,Gland,3.3562960210165325e-4,Minor
hint1,Gland,5.519622102433163e-4,Minor
his1.3,Gland,0.0020808210854698635,Minor
his1.3_2;his1,Gland,3.6405140267662154e-4,Minor
hm13,Gland,3.527155786113349e-4,Minor
hnrnp,Gland,4.963081755928258e-4,Minor
hnrnp_2,Gland,1.8202948521467682e-4,Minor
hnrnp_3,Gland,4.228457672741948e-4,Minor
hnrnpdl,Gland,0.002171703609612782,Minor
hnrnpf_hnrnph2,Gland,2.518398713496075e-4,Minor
hnrnpk,Gland,3.9410861850110775e-4,Minor
hnrnpl,Gland,2.1490730653923293e-4,Minor
hnrnpul1,Gland,2.047926319075869e-4,Minor
hpgd_14;hpgd_12,Gland,2.849257690844882e-4,Minor
hrb27c_2;hrb27c_4,Gland,2.2140906392802812e-4,Minor
hrb87f,Gland,0.00220497894444294,Minor
hsd17b10_2,Gland,2.5053589357975985e-4,Minor
hsd17b2_2;hsd17b2_5;bdh1_3;rdh16;hsd17b2_6;hsd17b6_3;bdh1_4;hsd17b2;hsd17b6_2,Gland,1.0303473663471075e-4,Minor
hsd17b6_hsd17b2,Gland,2.3691914369831671e-4,Minor
hsp60a,Gland,5.546951025065819e-4,Minor
hsp70b2_7;hsp70b2_hsp70a2;hsp70b2_4;hsp70b2_3;hsp70b2_5,Gland,0.002871285347136474,Minor
hsp83_hsp90aa1;hsp90ab1,Gland,0.0013448244440319055,Minor
hsp90b1,Gland,4.171571057841773e-4,Minor
hspa4l_2,Gland,1.3691010470472069e-4,Minor
hspa5,Gland,2.451242197844695e-4,Minor
hspa5_2,Gland,0.0010677559064032579,Minor
hspa9,Gland,2.312985935141772e-4,Minor
hspb1_2,Gland,1.045703593218155e-4,Minor
hspe1,Gland,7.129650140957533e-4,Minor
hspg2,Gland,0.001616931665947061,Minor
hts,Gland,3.886698197212979e-4,Minor
hts_2,Gland,4.209949217724771e-4,Minor
hyou1,Gland,1.1036403820413403e-4,Minor
iars,Gland,1.2875431000447431e-4,Minor
idh1,Gland,4.733884792750188e-4,Minor
idh2,Gland,0.0013529724199761004,Minor
idh3a,Gland,2.043888157596915e-4,Minor
idh3g,Gland,1.7631603137652772e-4,Minor
igf2bp1,Gland,4.499620469690203e-4,Minor
igf2r,Gland,1.7342292576566298e-4,Minor
immt,Gland,1.4147914876859683e-4,Minor
impa1,Gland,1.4186862608201633e-4,Minor
inx2_18,Gland,0.0025428203260827987,Minor
inx2_2;inx2_15,Gland,4.974677960336244e-4,Minor
ipgm-1,Gland,3.1346806688768415e-4,Minor
ipo4,Gland,1.0457960494361231e-4,Minor
ipo7,Gland,1.0343726467423036e-4,Minor
ist1,Gland,1.4768209918491484e-4,Minor
itga9,Gland,1.4273606704052642e-4,Minor
itpr1,Gland,1.9389594858619017e-4,Minor
ivd,Gland,2.346245844381207e-4,Minor
jafrac1,Gland,5.398474981954605e-4,Minor
jafrac1_2,Gland,0.0015914272474433818,Minor
jagn,Gland,0.0010241215963238137,Minor
jana,Gland,1.3013747904722418e-4,Minor
jhamt_7,Gland,0.0013831051656960378,Minor
kars1_2,Gland,2.0327631344135066e-4,Minor
khdrbs3,Gland,0.0014262119556079753,Minor
khsrp,Gland,1.2892326902974363e-4,Minor
kpnb1,Gland,2.080283816440799e-4,Minor
ktn1,Gland,0.0012125844154278636,Minor
kyat3,Gland,2.2255722640410235e-4,Minor
l(2)efl_hspb1,Gland,3.1016965260352656e-4,Minor
lac_7,Gland,2.056274676203275e-4,Minor
lam,Gland,2.347097748758696e-4,Minor
lam_2,Gland,5.396636023396199e-4,Minor
lama2_2,Gland,7.241837162910756e-4,Minor
lamp1,Gland,1.1580289994658232e-4,Minor
lamp1_2,Gland,6.632679858429528e-4,Minor
lamtor3,Gland,1.0462262760393154e-4,Minor
lana,Gland,1.1621970789043788e-4,Minor
lanb1,Gland,1.221218567111911e-4,Minor
lanb2_2,Gland,1.1474087780854382e-4,Minor
lap-2,Gland,5.706620646308133e-4,Minor
lap3,Gland,1.6938407081550306e-4,Minor
lark,Gland,1.680449624862408e-4,Minor
larp1,Gland,1.2855110334153885e-4,Minor
lars,Gland,1.2309148573778035e-4,Minor
lbr,Gland,1.6378757070220642e-4,Minor
lcp1,Gland,6.544333972881699e-4,Minor
ldlr,Gland,1.5264978791830594e-4,Minor
lec-1,Gland,0.0010641593381632039,Minor
lgmn_2,Gland,2.5328317290884125e-4,Minor
lin7b,Gland,3.37699097553067e-4,Minor
llgl1,Gland,5.809959503595125e-4,Minor
lman1,Gland,3.1793621932426486e-4,Minor
lman2,Gland,1.515453000980346e-4,Minor
lman2l,Gland,0.0060497260095145,Minor
lmf2,Gland,1.706654922327178e-4,Minor
loxl2,Gland,3.645915496323756e-4,Minor
lrp2_6,Gland,3.031751776346633e-4,Minor
lrpap1,Gland,1.3854682486220474e-4,Minor
lrrc47,Gland,1.199858921666717e-4,Minor
lrrc59,Gland,1.9526283581494536e-4,Minor
lypla2,Gland,1.65068829440531e-4,Minor
m6pr,Gland,1.2025112476385227e-4,Minor
macrod1_macrod2,Gland,1.0643315825771778e-4,Minor
maob_3,Gland,2.1346565896727406e-4,Minor
mapk1;nlk_2;nlk,Gland,1.1595782169010615e-4,Minor
mapre3,Gland,2.699019497626878e-4,Minor
mas_ppaf2,Gland,2.481651083061148e-4,Minor
mdh1,Gland,9.193239436251771e-4,Minor
mdh2,Gland,0.0010435412338863014,Minor
me1,Gland,5.873501917072175e-4,Minor
mecr,Gland,1.2169738670921533e-4,Minor
meltf,Gland,0.00027217790704259465,Minor
metap1,Gland,1.43484761947215e-4,Minor
metap2,Gland,1.7174332466473e-4,Minor
mif,Gland,1.4739211586634675e-4,Minor
mlc-c,Gland,0.001447558606740295,Minor
mlec,Gland,1.2893169840763515e-4,Minor
mo25,Gland,1.0164169941688931e-4,Minor
moe,Gland,9.04507225965062e-4,Minor
mpp6,Gland,3.494391561800438e-4,Minor
mroh1,Gland,1.294385738100025e-4,Minor
mrpl12,Gland,1.060008003078369e-4,Minor
mtap,Gland,1.600205953693836e-4,Minor
mthfs_2,Gland,4.102456168389115e-4,Minor
mtpn,Gland,4.231488818604601e-4,Minor
mttp_2,Gland,2.3523450395801905e-4,Minor
mvp,Gland,1.968561333300759e-4,Minor
myef2,Gland,2.2344017732022975e-4,Minor
myg1,Gland,2.3268727899782411e-4,Minor
myo6_jar,Gland,2.366526031698015e-4,Minor
mys_2;mys,Gland,2.695610016717763e-4,Minor
naca,Gland,4.010773900784923e-4,Minor
naga_3,Gland,1.3394072198258261e-4,Minor
nap1l1-b,Gland,2.0784829128135814e-4,Minor
nars,Gland,1.9177769782921148e-4,Minor
ncam1,Gland,1.1666887958477953e-4,Minor
ncl,Gland,0.0013357324835966246,Minor
nd-42,Gland,1.286634262717824e-4,Minor
ndrg3_ndrg4-a,Dope,1.1299736815683784e-4,Minor
ndrg3_ndrg4-a,Gland,5.67748828925525e-4,Minor
ndufa4,Gland,3.3179892635579005e-4,Minor
ndufa5,Gland,1.668108511945096e-4,Minor
ndufa7,Gland,1.5549244710811886e-4,Minor
ndufa8,Gland,1.9349436327607995e-4,Minor
ndufa9,Gland,1.2108392694322314e-4,Minor
ndufaf7,Gland,1.853486410514388e-4,Minor
ndufb4,Gland,1.1362372053153796e-4,Minor
ndufs1,Gland,1.7845023558081126e-4,Minor
ndufs2,Gland,1.1584855327884443e-4,Minor
ndufs3,Gland,1.3752953979366013e-4,Minor
ndufv1,Gland,1.1104835410268595e-4,Minor
ndufv2,Gland,0.00015603227251721999,Minor
nhp2,Gland,4.186169730547394e-4,Minor
nipsnap_2,Gland,1.1545119338661819e-4,Minor
nnmt_v1g200856,Gland,3.7236053881579446e-4,Minor
nnt,Gland,3.889982696628366e-4,Minor
nolc1;LASC000397,Gland,2.10932069559831e-4,Minor
nop10,Gland,4.548430354506411e-4,Minor
nop56,Gland,5.224539978315692e-4,Minor
nop58_2;nop58;nop58_3,Gland,4.552657960283167e-4,Minor
nop60b,Gland,4.903270169940246e-4,Minor
npc2a_2,Gland,2.514895798459664e-4,Minor
nrg,Gland,4.918849302250993e-4,Minor
nrg_2,Gland,1.0505768607192721e-4,Minor
nrx-iv,Gland,2.4872475421641293e-4,Minor
nucb2,Gland,2.4315183229455905e-4,Minor
nudt16,Gland,1.148607225292264e-4,Minor
nupr1,Gland,0.001761504492570982,Minor
nurf-38_ipp1,Gland,1.8719835162944037e-4,Minor
nxnl2,Gland,1.5315066164248294e-4,Minor
oat,Gland,2.4372359710723204e-4,Minor
ogdh,Gland,1.8690548179393354e-4,Minor
oplah,Gland,2.0165118614685152e-4,Minor
oxr1_2,Gland,1.2022798320980066e-4,Minor
pa2g4,Gland,5.395949156209909e-4,Minor
pabpc1,Gland,5.82061985308058e-4,Minor
paip1,Gland,1.7540469560051836e-4,Minor
park7,Gland,4.724524073728082e-4,Minor
parn,Gland,1.2835086666999784e-4,Minor
pc;osr2,Gland,1.7360453030816956e-4,Minor
pcca,Gland,2.358872874412676e-4,Minor
pccb,Gland,2.3201913352758428e-4,Minor
pcd_pcbd2,Gland,6.069405629379178e-4,Minor
pdcd4,Gland,1.760013603052506e-4,Minor
pdcd6;pdcd6_bche,Gland,1.3837505157148958e-4,Minor
pdcd6_2,Gland,1.8649871401918994e-4,Minor
pde12_4,Gland,1.5679153884985513e-4,Minor
pdhb-1_pdhb,Gland,2.6295952850735377e-4,Minor
pdi,Gland,0.0012370673319886567,Minor
pdia3,Gland,0.0013915568857302703,Minor
pdia4,Gland,1.0627927513646385e-4,Minor
pdia6,Gland,0.0015353392526074546,Minor
pebp1,Gland,5.62499667873881e-4,Minor
pepd,Gland,1.1327090322286537e-4,Minor
pgd,Gland,1.3428347053107554e-4,Minor
pgk,Gland,8.669714326742227e-4,Minor
pgm1_2,Gland,1.8362476545258797e-4,Minor
pgm2,Gland,1.3795102117429223e-4,Minor
pgrmc2,Gland,1.0497382796123598e-4,Minor
phb,Gland,4.6227578020875654e-4,Minor
phb2,Gland,2.9758775584992874e-4,Minor
phgdh,Gland,0.001500486639589801,Minor
piwil1,Gland,2.1504856158873563e-4,Minor
pka-c1;pka-c1_2,Gland,2.0795699580723168e-4,Minor
pka-r2_2,Gland,2.8076683777223196e-4,Minor
pkm,Gland,5.121636749027933e-4,Minor
pkm_3,Gland,6.740981628863437e-4,Minor
pld3,Gland,1.944885562180124e-4,Minor
plekhf2,Gland,1.0896263264053468e-4,Minor
plin2,Gland,2.6323568415415576e-4,Minor
plxdc1,Gland,2.93902657048361e-4,Minor
pm20d2_5;pm20d2_8;pm20d2_6;pm20d2_3,Gland,1.2924633962375633e-4,Minor
pnliprp1,Gland,2.6926346496706073e-4,Minor
pnliprp3_pnlip,Gland,1.8249895396016587e-4,Minor
ppib_cyn-5,Gland,6.473527507926656e-4,Minor
ppib_cypb,Gland,1.917556316349615e-4,Minor
ppif,Gland,4.970442522422836e-4,Minor
ppm1e,Gland,1.2553252219431796e-4,Minor
ppp1cb,Gland,1.0945247039012953e-4,Minor
ppp1cc_ppp1cc-b,Gland,1.7322524903094045e-4,Minor
ppp2ca,Gland,1.6645931589953175e-4,Minor
ppp2r1a,Gland,2.664905079419131e-4,Minor
prdx3,Gland,2.4253402893397976e-4,Minor
prdx4_prdx1,Gland,2.5156712046420216e-4,Minor
prdx6,Gland,4.4381756963707503e-4,Minor
prep,Gland,1.3493364409547536e-4,Minor
prmt8,Gland,1.821644165112257e-4,Minor
pro5,Gland,0.0014008438639425437,Minor
prtp,Gland,1.0685046568159465e-4,Minor
psap,Gland,6.104480256364044e-4,Minor
psat1,Gland,0.001962880430988468,Minor
psma1,Gland,2.8572821710800666e-4,Minor
psma2,Gland,3.6066014762382403e-4,Minor
psma3,Gland,4.2485027566842054e-4,Minor
psma4,Gland,2.5153204455522003e-4,Minor
psma5,Gland,4.971594057808496e-4,Minor
psma6,Gland,3.416944151452295e-4,Minor
psma8_2,Gland,3.3161543337938956e-4,Minor
psmb1_2;psmb1,Gland,4.6216505373865687e-4,Minor
psmb2,Gland,2.887421663524932e-4,Minor
psmb3,Gland,2.315852263682123e-4,Minor
psmb4,Gland,3.957169224923988e-4,Minor
psmb5,Gland,1.6798761532361143e-4,Minor
psmb6,Gland,2.5626568832987876e-4,Minor
psmb7_2,Gland,3.192818362003399e-4,Minor
psmc2,Gland,2.3968683218125207e-4,Minor
psmc3,Gland,1.9676941007674628e-4,Minor
psmc5,Gland,3.4326493916634444e-4,Minor
psmc6,Gland,2.8369690689183664e-4,Minor
psmd12,Gland,1.7775573546477717e-4,Minor
psmd13,Gland,1.6181763199617704e-4,Minor
psmd1_rpn2,Gland,1.1462792941657174e-4,Minor
psmd2,Gland,1.8108205376508364e-4,Minor
psmd4,Gland,1.996428362170467e-4,Minor
psmd8,Gland,1.6504649872557545e-4,Minor
psme3,Gland,2.4486599354663964e-4,Minor
ptbp1,Gland,1.1473614374816967e-4,Minor
ptcd2,Gland,1.9562784215936888e-4,Minor
pura,Gland,3.0458948289343517e-4,Minor
pxn,Gland,1.2052292699331124e-4,Minor
qars,Gland,4.3959300020460007e-4,Minor
qdpr,Gland,3.578873666682429e-4,Minor
rab14,Gland,1.5098715424353092e-4,Minor
rab1a,Gland,0.0012237647335758429,Minor
rab2a,Gland,0.00035531175344118377,Minor
rab5b,Gland,4.011537578128851e-4,Minor
rab6a,Gland,0.0010775785647765249,Minor
rab7_rab7a,Gland,4.216247237659052e-4,Minor
rab7_rab7a_2,Gland,3.2642651162031924e-4,Minor
rack1,Gland,0.0029650207041256485,Minor
rad23b,Gland,2.044830865313675e-4,Minor
ran-4;nutf2,Gland,2.4031622070864547e-4,Minor
ran_2,Gland,4.916204126515785e-4,Minor
ranbp1,Gland,1.4684320582607617e-4,Minor
rap1b,Gland,3.285665161494961e-4,Minor
rars,Gland,3.1625673714890724e-4,Minor
rbm4_rbm14,Gland,4.86905188774235e-4,Minor
reep5_4,Gland,9.145241251565219e-4,Minor
rheb,Gland,1.2378625431748086e-4,Minor
rho-1_3,Gland,3.0818566910397973e-4,Minor
rho1_7,Gland,5.473207538079278e-4,Minor
rpia,Gland,1.293010712955346e-4,Minor
rpl-36.a,Gland,6.954607643332812e-4,Minor
rpl-7,Gland,0.004671725065973464,Minor
rpl10,Gland,0.0015255984907115384,Minor
rpl10ab;rpl10a,Gland,0.0031335541595347008,Minor
rpl11,Gland,0.004441985661564601,Minor
rpl12,Gland,0.004286992953391491,Minor
rpl13,Gland,0.0032828109683688163,Minor
rpl13a,Gland,0.003343648868535239,Minor
rpl14,Gland,0.004361733785830298,Minor
rpl15,Gland,0.0026715792249477803,Minor
rpl17,Gland,0.003944186431722711,Minor
rpl18,Gland,0.0035868810314424386,Minor
rpl18a,Gland,0.0019424880033838698,Minor
rpl19,Gland,0.0019948086477599002,Minor
rpl21,Gland,0.002100870884887902,Minor
rpl22,Gland,0.003718573650621943,Minor
rpl23_rpl23-a,Gland,0.003557198073762014,Minor
rpl23a,Gland,0.004981553994143978,Minor
rpl24,Gland,0.002371221129254855,Minor
rpl26,Gland,2.2088724020457462e-4,Minor
rpl26_2,Gland,0.002138001638193978,Minor
rpl27,Gland,0.002614690591759452,Minor
rpl27a;rpl27a_2,Gland,0.005222357469832034,Minor
rpl28,Gland,0.0015659079061035807,Minor
rpl3,Gland,0.0020727863651851777,Minor
rpl30,Gland,0.0019732525085227786,Minor
rpl31,Gland,0.0038487553155010655,Minor
rpl32,Gland,0.001552143818008692,Minor
rpl34,Gland,0.0034363338554622633,Minor
rpl35_2;rpl35,Gland,0.00159367052828237,Minor
rpl35a,Gland,0.0013981771158612575,Minor
rpl36,Gland,0.003392410921754772,Minor
rpl37a_2,Gland,0.00087177968783034535,Minor
rpl38,Gland,0.0025258249123115153,Minor
rpl39,Gland,0.002464055193108493,Minor
rpl4,Gland,0.005287471835760344,Minor
rpl5_rpl5-a,Gland,0.0025590780694882413,Minor
rpl6_rpl-6,Gland,0.0037181471059800834,Minor
rpl7a,Gland,0.004573833141817535,Minor
rpl8,Gland,0.0026895956191165136,Minor
rpl9,Gland,0.0011497147434849154,Minor
rpl9_2,Gland,0.002436539563400603,Minor
rplp0,Gland,0.0037729193776371408,Minor
rplp1,Gland,0.0019942433202643443,Minor
rplp1_2,Gland,1.26169720768061e-4,Minor
rpn1,Gland,3.125271432694142e-4,Minor
rpn11,Gland,2.0879572423124256e-4,Minor
rpn2,Gland,2.522856425366493e-4,Minor
rpn6,Gland,2.4306955367425938e-4,Minor
rpn7_psmd6_2;rpn7_psmd6,Gland,1.6062440047934418e-4,Minor
rpn8,Gland,1.0985771211074376e-4,Minor
rpp-2_rplp2,Gland,0.005723331239615234,Minor
rps10b,Gland,0.00367146452305177,Minor
rps11,Gland,0.0024706691051772913,Minor
rps12,Gland,0.0019456185505772824,Minor
rps13,Gland,0.003285234993423547,Minor
rps14,Gland,0.005144142929360169,Minor
rps15,Gland,0.0022124435769419588,Minor
rps15a,Gland,0.0038051300700084234,Minor
rps16_2,Gland,0.003992594932013176,Minor
rps17,Gland,0.0020020684818998135,Minor
rps18,Gland,0.0029330512711195356,Minor
rps19,Gland,0.0037158527626293975,Minor
rps20,Gland,0.002852707134559102,Minor
rps21,Gland,0.0022053025623668737,Minor
rps23,Gland,0.003325440390347367,Minor
rps24,Gland,0.002138251062046636,Minor
rps25,Gland,0.005026531866778623,Minor
rps26,Gland,0.0026212693306461223,Minor
rps27a;rpl40,Dope,0.0010775316208726556,Minor
rps27a;rpl40,Gland,0.004626589098566444,Minor
rps27l_rps27,Gland,0.0017742325648462732,Minor
rps28,Gland,0.00369874773269643,Minor
rps2_2,Gland,0.002643242603769422,Minor
rps3,Gland,0.004224785381769894,Minor
rps4,Gland,0.0031889475444925727,Minor
rps5,Gland,0.0021583692705110765,Minor
rps6,Gland,0.003048578547604663,Minor
rps7,Gland,0.0034216542509586103,Minor
rps8,Gland,0.005047639893379379,Minor
rps9,Gland,0.004306982996510704,Minor
rpsa;LASC009994,Gland,0.005101770348096793,Minor
rpt2_2,Gland,3.307184675544458e-4,Minor
rsf1_2,Gland,0.0012380785108608012,Minor
rsf1_3,Gland,8.91935407432863e-4,Minor
rtca,Gland,1.2840000905163038e-4,Minor
rtcb,Gland,1.3956274470020133e-4,Minor
rtn3-b,Gland,5.169681693820106e-4,Minor
rtraf,Gland,1.1718374691400222e-4,Minor
sacm1l_sacm1lb,Gland,2.1138466292432005e-4,Minor
sams-4_mat2a_mat1a;mat1a,Gland,1.0161001918385973e-4,Minor
sar1a_zk180.4_sar1b,Gland,5.38705778772411e-4,Minor
sar1b,Gland,4.0140993093302563e-4,Minor
sars,Gland,4.058565723800784e-4,Minor
sccpdh;sccpdh_3,Gland,1.0659269597324979e-4,Minor
scfd1,Gland,1.1187888349208356e-4,Minor
scsalpha1_os07g0577700,Gland,2.88969052355474e-4,Minor
sdha,Gland,4.890215275900713e-4,Minor
sdhb,Gland,2.8730337614486096e-4,Minor
sec11c,Gland,3.311784083713137e-4,Minor
sec13,Gland,1.1207104796857862e-4,Minor
sec22b,Gland,3.8372819362493375e-4,Minor
sec23a,Gland,1.947694790997666e-4,Minor
sec24c_2,Gland,1.032839641478316e-4,Minor
sec31a;REV__wnt4_wnt11,Gland,2.0615465031189413e-4,Minor
sec61b,Gland,0.0015665778868874714,Minor
sec61g,Gland,5.548322470468717e-4,Minor
sec63,Gland,1.0708418886508783e-4,Minor
sep1,Gland,1.5840301395745964e-4,Minor
sep2,Gland,1.4551995242050966e-4,Minor
septin7,Gland,2.1753295223445236e-4,Minor
serbp1,Gland,2.709365635633843e-4,Minor
serbp1_2,Gland,1.4762839584091166e-4,Minor
serca_2,Gland,3.4062066888945877e-4,Minor
sesb,Gland,0.0022869667565407034,Minor
set,Gland,9.122964333961724e-4,Minor
sfpq,Gland,2.0407483765544457e-4,Minor
sfpq_2,Gland,2.964452792000034e-4,Minor
sfxn1,Gland,2.569642622364847e-4,Minor
sgtb,Gland,1.3432895243278064e-4,Minor
sh3beta,Gland,1.021812361367764e-4,Minor
shmt2,Gland,0.001281024254939358,Minor
sirt5,Gland,2.216390350337591e-4,Minor
slc25a1;slc25a1b,Gland,1.6944231719589765e-4,Minor
slc25a3;slc25a3_2,Gland,7.178102585179394e-4,Minor
slc25a4,Gland,3.1097476938240804e-4,Minor
slc3a1_3,Gland,7.605334533568122e-4,Minor
slc7a6_slc7a8,Gland,2.6973515507527045e-4,Minor
slc9a3r1,Gland,2.6989422723335075e-4,Minor
slit1_2,Gland,2.184397099440196e-4,Minor
smo-1,Gland,4.191709811893759e-4,Minor
snb-1_vamp3_syb;LASC010337,Gland,1.7502851717567726e-4,Minor
snd1,Gland,0.0016881257594289017,Minor
snr-4,Gland,1.2636692356978574e-4,Minor
snrpd3_2,Gland,1.6349091229515904e-4,Minor
snu13,Gland,9.988745141618377e-4,Minor
snx12,Gland,1.5917787649961788e-4,Minor
snx2,Gland,2.1029387044847148e-4,Minor
snx6,Gland,1.1642672038251346e-4,Minor
sod-2,Gland,3.463492871012142e-4,Minor
sod1,Gland,0.0011146333501320421,Minor
sorbs1_2,Gland,1.357648366912308e-4,Minor
sp-1339#prd34368.1_3,Dope,0.004606760213734528,Minor
sp-1339#prd34368.1_3,Gland,0.020671471850995774,Minor
sp-1339#prd34368.1_3,Silk,0.011584302943594959,Minor
sp-1339#prd34368.1_4,Gland,2.666885550895211e-4,Minor
spa,Gland,1.6645159810928207e-4,Minor
spac4h3.07c,Gland,1.2611395470868647e-4,Minor
spcs2,Gland,1.681482514748873e-4,Minor
sptbn5,Gland,6.401764735815931e-4,Minor
sqd,Gland,9.346024902623588e-4,Minor
sqh,Gland,3.3484120168107023e-4,Minor
sqh_2,Gland,5.732092236816555e-4,Minor
sqstm1,Gland,2.3384015451361644e-4,Minor
srp14,Gland,1.2452729327192347e-4,Minor
srp54,Gland,1.0430868757062525e-4,Minor
srp68,Gland,1.3643675903502242e-4,Minor
srsf12,Gland,1.336617167897906e-4,Minor
srsf4_3;b52,Gland,4.040685997593026e-4,Minor
ssb,Gland,1.308381487293199e-4,Minor
ssr1,Gland,0.002380459400648801,Minor
ssr2,Gland,0.0012908512836924382,Minor
ssr4,Gland,0.001799936039515883,Minor
stip1,Gland,2.9597589089132574e-4,Minor
stom,Gland,1.8041215472081612e-4,Minor
sub1,Gland,1.183812387054043e-4,Minor
suclg2,Gland,2.728901718260466e-4,Minor
sult1c2a_3;sult1b1_7;sult1b1_4;sult1c2a,Gland,1.0328563786505269e-4,Minor
surf4,Gland,7.038836541330478e-4,Minor
syncrip,Gland,1.9148602596308096e-4,Minor
syncrip_2,Gland,4.340673350634557e-4,Minor
t05h10.6,Gland,2.1829783104452413e-4,Minor
taldo1_taldo,Gland,5.386727029839057e-4,Minor
tars1_tarsl2,Gland,2.3223143299466552e-4,Minor
tbb-4;CON__ENSEMBL:ENSBTAP00000025008,Dope,2.0572815799141722e-4,Minor
tbb-4;CON__ENSEMBL:ENSBTAP00000025008,Gland,0.0047655827320889806,Minor
tbb-4_tubb4b,Gland,8.89703528224741e-4,Minor
tbl2,Gland,6.598781040187976e-4,Minor
tdh,Gland,3.5748379453881383e-4,Minor
tecr_art-1,Gland,1.5945695309741787e-4,Minor
ter94_vcp,Gland,8.929886490613941e-4,Minor
tfg,Gland,1.2090785343773883e-4,Minor
tg_3,Gland,5.152497958144055e-4,Minor
tgas006m08.1_3;tgas006m08.1_2;tgas006m08.1;h4-viii_2;h4-viii;LASC022855;LASC022852,Dope,0.0027154832992101023,Minor
tgas006m08.1_3;tgas006m08.1_2;tgas006m08.1;h4-viii_2;h4-viii;LASC022855;LASC022852,Gland,0.01633770137042724,Minor
tgfbi_3,Gland,1.5117223853643286e-4,Minor
tgfbi_4,Dope,0.0038837763222096832,Minor
tgfbi_4,Gland,0.0018315885876199053,Minor
tial1_tia1;tia1,Gland,1.029656344844772e-4,Minor
tktl2_tktl1,Gland,4.829776895935532e-4,Minor
tln2,Gland,2.2843127220999396e-4,Minor
tm_fabg;ykvo_tm_fabg,Gland,5.529630160002231e-4,Minor
tmco1,Gland,1.1696505469854592e-4,Minor
tmed2,Gland,2.770365452326901e-4,Minor
tmed6,Gland,2.554813604968472e-4,Minor
tmed7,Gland,1.623749724544226e-4,Minor
tmem214,Gland,3.958487774053497e-4,Minor
tmem68,Gland,1.4761496726556245e-4,Minor
tmx1,Gland,5.586627899796171e-4,Minor
tom1l2,Gland,1.4984759458292797e-4,Minor
tp02,Gland,1.1933002310661059e-4,Minor
tpd52,Gland,4.023548745417027e-4,Minor
tpi,Gland,0.0010527708322647853,Minor
tpo_pxt;pxt_3,Dope,2.626677863017042e-4,Minor
tpo_pxt;pxt_3,Gland,4.6539409262642524e-4,Minor
trip11,Gland,6.551434238753227e-4,Minor
tsr,Dope,1.9803792707590555e-4,Minor
tsr,Gland,0.00237322907146647,Minor
tth-1,Dope,1.20327406592496e-4,Minor
tth-1,Gland,0.00369699593459621,Minor
tth-1_2,Gland,2.2683666104027922e-4,Minor
tub2_2,Gland,4.594074795389323e-4,Minor
tuba1c,Gland,1.4562600130289932e-4,Minor
tubb4b,Gland,1.24826915316083e-4,Minor
tubb4b_3,Gland,5.195781579465133e-4,Minor
tubb4b_4,Gland,0.0010327274143182138,Minor
tufm,Gland,1.309098101555625e-4,Minor
twf2,Gland,1.3534047371472957e-4,Minor
txn,Gland,6.397534585563839e-4,Minor
txn2,Gland,1.0500144024991765e-4,Minor
txndc17,Gland,1.5253796787850895e-4,Minor
txnl1,Gland,1.4782287629695753e-4,Minor
uba1,Gland,5.384507382724676e-4,Minor
ubc,Dope,3.636165613604219e-4,Minor
ubc,Gland,0.002752105541675108,Minor
ube2l3,Gland,1.9417401728752146e-4,Minor
ube2l3_2,Gland,2.268490797859476e-4,Minor
ube2n_ubc-13,Gland,1.4536367191995842e-4,Minor
