p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
0.0037138004563028125,0.30669854740847685,0.246,0.17,1,ZoneC,ninj2
0.003727005330588839,0.9867336600368442,0.608,0.562,1,ZoneC,LASC018857
0.0038796983716404554,0.26536427335547996,0.631,0.56,1,ZoneC,sar1b
0.0038956264656332647,0.9494924436419105,0.731,0.702,1,ZoneC,magel2-2
0.004095886803724732,0.4267363942368668,0.347,0.263,1,ZoneC,bol
0.004135319563381649,0.3008543034733928,0.604,0.528,1,ZoneC,LASC005081
0.004224758859467998,0.422070877266447,0.608,0.544,1,ZoneC,fkbp12
0.004245940136224607,0.2632807520578222,0.571,0.502,1,ZoneC,tbl2
0.004305280447401922,0.25763873269506143,0.187,0.118,1,ZoneC,LASC021014
0.004446157745238134,0.31717584170492175,0.687,0.658,1,ZoneC,tmbim6
0.005250351728751495,0.5713322637570232,0.41,0.333,1,ZoneC,glrx5-grxs11
0.005293139973853385,0.25771664102740527,0.306,0.233,1,ZoneC,commd3
0.005557325010162553,0.25000628331606933,0.194,0.129,1,ZoneC,LASC006190
0.00556173400931041,0.45724001265547864,0.347,0.271,1,ZoneC,LASC013734
0.005573404609926374,0.2533617948018594,0.22,0.15,1,ZoneC,LASC007794
0.005688743877092493,0.28047683429152237,0.425,0.341,1,ZoneC,LASC019967
0.005738731285324562,0.300352794245203,0.325,0.251,1,ZoneC,snrpb
0.005767595222517468,0.3127040384128056,0.444,0.374,1,ZoneC,vha55
0.005866267675080733,0.37431408607335415,0.373,0.293,1,ZoneC,cct4
0.005955148298685052,0.30416462246952214,0.396,0.314,1,ZoneC,psmb2
0.006327695601932881,0.3653175232144391,0.384,0.314,1,ZoneC,LASC005335
0.006385624388566242,0.6456900494931229,0.466,0.39,1,ZoneC,sdr16c6-3
0.0065825883233799985,0.30476429126578286,0.354,0.273,1,ZoneC,lsm14b
0.006599209444319224,0.2924194359115695,0.22,0.153,1,ZoneC,LASC019602
0.006749035385680827,0.7385376594836438,0.41,0.339,1,ZoneC,LASC005076
0.006943742692841909,0.49024297939224526,0.463,0.402,1,ZoneC,klf15
0.007043265760224933,0.2700677838213972,0.72,0.645,1,ZoneC,vdac2
0.007175291167022455,0.43997185555855833,0.287,0.216,1,ZoneC,tspear
0.0073481837891452,0.2574435133309081,0.377,0.289,1,ZoneC,LASC005082
0.007360086790894869,0.3334639889847062,0.556,0.481,1,ZoneC,cacybp
0.0074693543186884,0.29746545229360244,0.608,0.543,1,ZoneC,hspa4l-2
0.007525450549489375,0.40997728541970146,0.571,0.506,1,ZoneC,LASC007795
0.00852591853155589,0.5748251787685057,0.366,0.29,1,ZoneC,btbd3-btbd6
0.008666835575521307,0.26502509777023847,0.257,0.186,1,ZoneC,cpij004698
0.008691684838390144,0.3783158413262169,0.825,0.86,1,ZoneC,avr2
0.008836760933301251,0.524676131769826,0.485,0.413,1,ZoneC,igf2bp1-2
0.008902912345807286,0.7357212144096925,0.541,0.478,1,ZoneC,dhrs11-13
0.009006091753340753,0.31838090889760545,0.25,0.18,1,ZoneC,LASC014068
0.009195125965087298,0.3120575529548395,0.265,0.194,1,ZoneC,snr-5
0.009237383044412118,0.6560484423271199,0.437,0.368,1,ZoneC,LASC002139
0.009366743665093083,0.25353564722814975,0.198,0.131,1,ZoneC,mel-26-4
0.009519623203676655,0.2799786397627624,0.422,0.342,1,ZoneC,psmb7-2
0.009588433665817925,0.6605894576849647,0.403,0.342,1,ZoneC,awa1
0.009664346037461463,0.5928110374313913,0.522,0.453,1,ZoneC,LASC011497
0.009767419934377226,0.2640711230900693,0.299,0.227,1,ZoneC,upk1b-tspan36
0.009959190542053319,0.4860412745327687,0.877,0.888,1,ZoneC,larp6
7.5775521173131595e-56,1.742079679379096,0.667,0.125,1.7392755374868895e-51,ZoneA,MaSp1a
3.891856781877445e-47,1.844250838536984,0.709,0.264,8.9329788714433e-43,ZoneA,LASC016455
7.325604422948481e-37,2.1263088148157423,0.946,0.778,1.6814459831993648e-32,ZoneA,MaSp2c
4.029645345926199e-30,0.8104867549405506,0.44,0.076,9.249244962504405e-26,ZoneA,MaSp1b
8.172574319885728e-29,2.0627384019388,0.974,0.9,1.8758509836433713e-24,ZoneA,MaSp2f
2.401797542981653e-27,2.0975107845358063,0.841,0.581,5.512845900405788e-23,ZoneA,MaSp2e
7.802280781105065e-21,1.4110984786211522,0.703,0.483,1.7908575076870457e-16,ZoneA,hn
5.282121083890972e-16,1.183941525762052,0.745,0.553,1.2124052523854948e-11,ZoneA,LASC011995
8.383714580507657e-15,0.658984063615634,0.325,0.103,1.9243140076639225e-10,ZoneA,LASC004266
6.073519993797107e-14,1.1742676726076176,0.639,0.435,1.39405504417625e-9,ZoneA,LASC009844
3.359768917058157e-13,0.48458095705416987,0.372,0.149,7.711677595323587e-9,ZoneA,LASC021758
3.8297307625886846e-13,0.8994716634147162,0.899,0.809,8.790381019369807e-9,ZoneA,LASC009843
5.74645345116551e-13,0.65768858982116285,0.714,0.526,1.3189834606460194e-8,ZoneA,ivns1abp
6.164166922442809e-13,0.30813857779443016,0.197,0.027,1.4148612337082979e-8,ZoneA,LASC016452
7.167489562885572e-13,0.4924135525516404,0.3,0.097,1.645153879369125e-8,ZoneA,slc1a2-2
5.463512878893905e-12,0.7036957124220271,0.729,0.578,1.254040111092518e-7,ZoneA,pycr2-rnf170-pycr1
1.1488709663214983e-11,0.5789569632263049,0.503,0.286,2.637003528997735e-7,ZoneA,aldh18a1
1.9006449513583333e-11,0.5290357323047019,0.398,0.195,4.3625503568527825e-7,ZoneA,cobll1-2
3.300941420549724e-11,0.6255949902012291,0.583,0.374,7.576650842587781e-7,ZoneA,LASC019923
3.437931482955881e-11,0.3284015034177332,0.316,0.122,7.891084132828633e-7,ZoneA,plcb1
3.930200182899572e-11,0.47198554881438004,0.508,0.295,9.020988479809388e-7,ZoneA,tspan11-4
4.124638741599932e-11,0.6241337169280512,0.859,0.745,9.467283303594324e-7,ZoneA,LASC015735
5.141487013174881e-11,0.74292288211553,0.728,0.535,1.1801255141340304e-6,ZoneA,mthfd2
5.283498069064951e-11,0.5653056859090937,0.733,0.571,1.212721311792478e-6,ZoneA,slc5a8-cg32669-4
1.1612407999471655e-10,2.469316897416755,0.614,0.462,2.665396008118729e-6,ZoneA,MaSp2a
2.3907853397125197e-10,0.6909792759656019,0.894,0.775,5.487569590242146e-6,ZoneA,LASC014969
7.537693996478282e-10,0.5985586777573959,0.74,0.584,1.73012690301166e-5,ZoneA,LASC015442
8.573702318894668e-10,0.6782981974335667,0.86,0.745,1.9679218932558933e-5,ZoneA,abhd14a
1.0935699615698672e-9,0.7542238834557762,0.888,0.784,2.510071132791316e-5,ZoneA,lman2l
4.401675017738441e-9,0.621836470260972,0.702,0.574,1.0103164668215043e-4,ZoneA,gdf-8
1.930699152432567e-8,1.4913107239099976,0.579,0.413,4.431533764578471e-4,ZoneA,MaSp2b
4.301620619796907e-8,0.26935780401299,0.197,0.064,9.87350980861984e-4,ZoneA,MaSp1c
4.5986097596697634e-8,0.4240463889600724,0.475,0.295,0.0010555188981370008,ZoneA,gas2
8.510060985279425e-8,0.26587315193197447,0.239,0.094,0.0019533142979511866,ZoneA,LASC009842
1.2005620923174445e-7,0.3498945779123527,0.455,0.289,0.00275565017049623,ZoneA,oat
1.7784739726054194e-7,0.9947326530898384,0.241,0.103,0.004082131309321219,ZoneA,FlSpa
2.271332058594896e-6,1.1827167386713773,0.4,0.252,0.05213388474092865,ZoneA,FlSpb
4.815595080980667e-6,0.38299858607426773,0.489,0.343,0.11053235389374924,ZoneA,mrps16
2.8153142723336153e-5,0.3869005964531239,0.572,0.456,0.6461990849287347,ZoneA,LASC017036
5.0207008074836036e-5,0.27093707821510216,0.318,0.201,1,ZoneA,nde1
5.4387293322103585e-5,0.7759592791669421,0.248,0.14,1,ZoneA,FlSpc
5.733270546367625e-5,0.33604479290913747,0.154,0.061,1,ZoneA,LASC018762
9.82873023447844e-5,0.303863821189863,0.801,0.693,1,ZoneA,rpl27a
1.0340260756463957e-4,0.3556501895547657,0.719,0.635,1,ZoneA,gcat
1.1012939287415826e-4,0.4513933154286325,0.796,0.72,1,ZoneA,idh2
1.17835304215183e-4,0.3678086260600306,0.651,0.562,1,ZoneA,LASC015194
1.381096096391454e-4,0.2908401968312018,0.318,0.21,1,ZoneA,slc7a6-slc7a8
1.4995314211309444e-4,0.3189802602083972,0.471,0.359,1,ZoneA,cdo1
1.8443273826766044e-4,0.2995193530387804,0.361,0.258,1,ZoneA,syt15
2.605671237895346e-4,0.39790585474716633,0.7,0.605,1,ZoneA,rps29
3.2928881445635447e-4,0.28620682723251867,0.307,0.204,1,ZoneA,miox
3.424525394858636e-4,0.35297796401644455,0.66,0.565,1,ZoneA,ell2-2
4.224031332958964e-4,0.33787544903482036,0.637,0.547,1,ZoneA,serf2
5.752906878886365e-4,0.5198751305704103,0.955,0.924,1,ZoneA,hdlbp-2
0.0015081931478940125,0.3209876001006179,0.538,0.45,1,ZoneA,LASC006288
0.0029094302327038212,0.25879796796631305,0.682,0.596,1,ZoneA,LASC013613
0.0031059068715110568,0.32321706126320726,0.663,0.596,1,ZoneA,dhrs11-8
0.004877671790516766,0.35943291184232473,0.7,0.657,1,ZoneA,LASC011384
0.006412264228506453,0.28416467269327805,0.825,0.769,1,ZoneA,tram1l1
0.006504377203316476,0.34830394770007667,0.906,0.86,1,ZoneA,phgdh
0.007635652765375302,0.29017652533783345,0.958,0.945,1,ZoneA,ef2
0.008408387665123133,0.2665040025941834,0.864,0.821,1,ZoneA,rsf1-3
0.009722248295295336,0.31331318980925094,0.784,0.72,1,ZoneA,LASC007034
1.397274625592004e-84,1.8083611514901927,0.656,0.023,3.207164448121327e-80,ZoneB,tnxb-7
2.5213874918551894e-77,1.2464851687317473,0.574,0.017,5.787340710055217e-73,ZoneB,MaSp3a
4.5507107730222034e-51,5.857790022579282,0.951,0.233,1.0445246437317863e-46,ZoneB,MaSp3b
4.06680144143654e-34,1.930098282079203,0.754,0.168,9.33452934852929e-30,ZoneB,Spidroin3
2.0092373656116737e-29,2.8662789620373155,0.852,0.322,4.611802525288475e-25,ZoneB,beta-3
1.162442630683482e-23,1.0212623261480345,0.475,0.081,2.6681545702077965e-19,ZoneB,LASC008293
3.30119504223498e-23,0.34270641699130716,0.197,0.008,7.57723298044195e-19,ZoneB,LASC010012
2.4815772116820096e-21,3.059008847379652,0.918,0.598,5.695964173973717e-17,ZoneB,sp-1339#prd34368.1-4
3.3428635111958524e-20,0.9336164925849292,0.508,0.112,7.67287461724784e-16,ZoneB,Spidroin1
4.052154307677107e-19,0.8871042667114712,0.525,0.121,9.300909782411265e-15,ZoneB,zan
5.807835804983757e-19,2.4209118369882576,0.934,0.56,1.3330725523179219e-14,ZoneB,LASC005273
6.667258193701077e-15,0.5090001679867509,0.344,0.064,1.5303357732002083e-10,ZoneB,cnga2
9.34247919205337e-15,0.5184381119973565,0.377,0.077,2.14437924895201e-10,ZoneB,cg3556
1.0769214151707911e-14,1.3446520613062767,0.721,0.297,2.4718577242415166e-10,ZoneB,LASC009784
1.1469240246890104e-14,1.4978630487116487,0.787,0.375,2.6325347138686854e-10,ZoneB,LASC016881
3.63868542304419e-14,0.8948803659636222,0.623,0.231,8.351874651513329e-10,ZoneB,cg31145-4
4.0810219176860864e-14,1.0354350181684682,0.557,0.181,9.367169607664874e-10,ZoneB,LASC008811
4.719665208072153e-14,1.4512081625349635,0.754,0.364,1.0833047552088012e-9,ZoneB,btd
6.583359860354726e-14,0.8858481107410456,0.656,0.254,1.5110785887472203e-9,ZoneB,fgfrl1-5
1.9660388129949355e-13,1.1917235267587545,0.754,0.339,4.512648887467275e-9,ZoneB,cyp4v2-15
3.772964169013553e-12,0.9033915146753776,0.59,0.228,8.660084657136808e-8,ZoneB,LASC012306
6.7619462365870985e-12,1.8000338059335632,0.82,0.433,1.5520695196838368e-7,ZoneB,LASC011824
8.19238528849535e-12,1.2810627101253633,0.918,0.716,1.8803981952683375e-7,ZoneB,xync
9.127144675444678e-11,0.3785993932296142,0.311,0.071,2.094953517354817e-6,ZoneB,LASC020895
1.5268726335062916e-10,1.2759679349224766,0.836,0.608,3.5046307556869913e-6,ZoneB,LASC018721
1.5837381647396322e-10,0.9244994412943859,0.574,0.239,3.635154209526878e-6,ZoneB,LASC008663
1.790366133692671e-10,0.978870559700729,0.656,0.306,4.109427386664788e-6,ZoneB,acpp
2.1573799066488978e-10,1.6042298373977601,0.869,0.647,4.9518340997312155e-6,ZoneB,LASC007798
2.623593778481744e-10,0.7852246526922579,0.426,0.138,6.021934799749147e-6,ZoneB,LASC008294
2.794481832567377e-10,1.9669910302965339,0.885,0.738,6.4141741502919e-6,ZoneB,AgSp2b
2.8765795725306365e-10,0.716671983280477,0.525,0.199,6.60261309282957e-6,ZoneB,acan-2
3.727892117003847e-10,0.4067130294385282,0.246,0.049,8.55663077615893e-6,ZoneB,qpct
4.32037412547206e-10,0.6977618114419186,0.443,0.151,9.91655473019602e-6,ZoneB,LASC013802
5.442399605217179e-10,1.4325609640798698,0.787,0.536,1.2491939813854992e-5,ZoneB,ctsb-2
7.39734797565674e-10,1.132538065999534,0.574,0.257,1.6979132808524914e-5,ZoneB,jhamt-9
7.447613022556874e-10,1.6382536363435916,0.803,0.579,1.7094506170674794e-5,ZoneB,AgSp1
8.95940530602751e-10,0.6408965250431038,0.607,0.258,2.0564522998924945e-5,ZoneB,LASC011225
9.866482834722752e-10,1.2103158166350245,0.672,0.4,2.2646538050539134e-5,ZoneB,LASC007790
1.2671057430423348e-9,1.2102399631666776,0.689,0.344,2.908387812005071e-5,ZoneB,pf14-infb-ppe21
1.3938562462961855e-9,0.7789329068245341,0.492,0.202,3.1993182421236344e-5,ZoneB,acsl1-2
1.4336294602888397e-9,0.990311709316772,0.607,0.314,3.2906097002009736e-5,ZoneB,aldh1a2-2
1.4396380558637791e-9,0.36462567974871374,0.361,0.101,3.304401229624132e-5,ZoneB,cyp3a5-cyp3a21-cyp3a11
1.5556991708835612e-9,1.8605797714775916,0.803,0.591,3.570796306929038e-5,ZoneB,LASC018800
1.8199250112274196e-9,1.7970471215614703,0.869,0.738,4.177273878270296e-5,ZoneB,LASC001437
2.210131561235089e-9,0.6479966890693931,0.475,0.18,5.0729149725029e-5,ZoneB,peamt
3.5008568674056015e-9,0.6235436453448542,0.459,0.176,8.035516767756077e-5,ZoneB,svop-3
4.6024261587855074e-9,0.8252878227221052,0.656,0.327,1.0563948762260375e-4,ZoneB,a2m-a2ml1
4.690557913418068e-9,0.6870254267041578,0.492,0.197,1.0766237578668492e-4,ZoneB,LASC013072
8.240207348403509e-9,1.9750461202275318,0.852,0.68,1.8913747926790575e-4,ZoneB,LASC013608
1.075694981507349e-8,1.0358095716925577,0.607,0.323,2.469042691053818e-4,ZoneB,LASC000340
1.171637834356101e-8,0.49378183167271,0.492,0.195,2.6892603211975586e-4,ZoneB,pzp
1.2352323352646134e-8,1.0912641147865032,0.59,0.31,2.8352287791328675e-4,ZoneB,LASC013801
1.2465062591929412e-8,0.664209251730892,0.426,0.161,2.861105816725558e-4,ZoneB,LASC009143
1.4591696551149833e-8,0.44702816866014694,0.393,0.133,3.349232109385421e-4,ZoneB,LASC007109
1.7373892126743564e-8,2.1128270716728954,0.787,0.611,3.98782945985145e-4,ZoneB,lrrn3
2.000593882321891e-8,1.2394431793401677,0.787,0.464,4.591963138093437e-4,ZoneB,LASC008305
2.0323939024510547e-8,1.2707649037424977,0.705,0.422,4.6649537242959057e-4,ZoneB,grn-8
2.5236025408878083e-8,0.2827243121630746,0.279,0.071,5.792424912099786e-4,ZoneB,LASC011565
6.137971503663772e-8,0.7488012444423842,0.705,0.409,0.0014088485992359455,ZoneB,grn-6
1.241230560844314e-7,1.9172819543190878,0.984,0.929,0.0028489965063059537,ZoneB,ppn-2
1.3803948963733513e-7,0.6402763167811583,0.459,0.199,0.003168420405645753,ZoneB,LASC013070
1.6406138632503613e-7,0.6556119145617886,0.475,0.212,0.0037657010003185544,ZoneB,hebp2
1.7695181710343438e-7,0.4139688454413271,0.328,0.109,0.0040615750579751295,ZoneB,abcc3
2.144692911864228e-7,0.8307074224862663,0.443,0.181,0.0049227136406019625,ZoneB,LASC001436
3.064442239052123e-7,1.1106066573325162,0.902,0.919,0.007033814271296338,ZoneB,LASC010830
3.3763082044344927e-7,0.5536227546951212,0.59,0.278,0.007749640221638491,ZoneB,LASC020819
4.596316700021118e-7,0.5548185477238556,0.393,0.152,0.010549925721558471,ZoneB,abhd11-20
4.83869280435021e-7,0.4465119735093318,0.311,0.105,0.011106251593825037,ZoneB,LASC002796
5.300103159700453e-7,0.6167576554578068,0.344,0.122,0.01216532678246045,ZoneB,LASC013405
5.449909330748901e-7,0.7438838573113586,0.639,0.363,0.012509176886867953,ZoneB,LASC005177
5.471799273734245e-7,1.7403471605741685,0.77,0.615,0.012559420873002212,ZoneB,sod3
5.716119861842133e-7,0.5990733368353622,0.689,0.409,0.013120209918886247,ZoneB,tpo-pxt
7.604968109939888e-7,1.9170583288955658,0.934,0.883,0.017455683302745023,ZoneB,LASC012206
7.964399624057938e-7,1.7322333801783927,0.852,0.7,0.018280686457100185,ZoneB,LASC009362
8.056980379703663e-7,1.3967210830283796,0.754,0.606,0.018493187065533816,ZoneB,mat1a
8.681006756430159e-7,2.0593996161312518,0.574,0.335,0.01992551480803414,ZoneB,LASC016867
1.0047440981156943e-6,0.7864863012561691,0.459,0.229,0.02306189128404953,ZoneB,LASC015022
1.017597027944357e-6,0.6222860815660527,0.41,0.182,0.023356904582406825,ZoneB,tat-2
1.0768786528834127e-6,0.627350873217296,0.77,0.529,0.02471759571963297,ZoneB,epb41l3-2
1.1415877072174045e-6,1.5103067341046383,0.902,0.831,0.026202862643761086,ZoneB,plin2
1.3630414318438167e-6,1.451859090981384,0.77,0.541,0.03128588998511112,ZoneB,LASC022638
1.4611407667667905e-6,0.35195462101170294,0.262,0.081,0.03353756401959814,ZoneB,lrp1-cblif
1.5050953351472483e-6,0.36014453884573766,0.262,0.081,0.03454645322763479,ZoneB,cpm-2
1.6877094623975822e-6,1.9296197092246534,0.902,0.776,0.038737995290411706,ZoneB,LASC016866
1.7303670595340755e-6,0.479267514716679,0.426,0.184,0.03971711511748564,ZoneB,sult1c2-6
1.8238317312538734e-6,0.8108836078637248,0.508,0.265,0.04186240972747016,ZoneB,LASC004546
1.8533654852063865e-6,0.7170936530066714,0.459,0.229,0.04254029798194219,ZoneB,tgfbi-2
2.041972372681787e-6,0.6445197901649392,0.492,0.252,0.046869391870165054,ZoneB,sowahc
2.060953858062119e-6,1.037203870017056,0.639,0.403,0.04730507390409981,ZoneB,LASC012458
2.260431066519499e-6,0.4053264891675657,0.41,0.169,0.051883674269822065,ZoneB,fhab-prg4
2.282961431024072e-6,1.0642413570679072,0.738,0.571,0.05240081372629553,ZoneB,chit1-3
2.396277736597834e-6,0.2662597107453418,0.279,0.089,0.055001762888130086,ZoneB,cyp2g1
2.4701923538425574e-6,0.3435860041818145,0.311,0.108,0.05669832509774822,ZoneB,LASC008291
2.7447634377417804e-6,0.5736460300511039,0.377,0.161,0.06300055518648709,ZoneB,cg3556-2
2.789557050942343e-6,0.33508080244730676,0.279,0.094,0.0640287029902796,ZoneB,LASC016155
2.8715165467515033e-6,0.722784077916351,0.41,0.193,0.06590991929758726,ZoneB,LASC020968
2.914970518417182e-6,0.6243589905374117,0.541,0.278,0.06690731830922958,ZoneB,serpinb8-3
3.0315281665134138e-6,0.40071903607824755,0.377,0.157,0.06958266600598238,ZoneB,slc41a1
3.0861920611382486e-6,0.7372901756285559,0.738,0.522,0.07083736637930622,ZoneB,hsd17b12
3.110784485454716e-6,0.7539737187078184,0.459,0.22,0.0714018362946421,ZoneB,LASC005384
3.115179345493776e-6,0.322710351170773,0.279,0.093,0.07150271151711864,ZoneB,LASC000159
3.2088208751002304e-6,0.666540936004674,0.377,0.161,0.0736520655461756,ZoneB,ywrd-3
3.2725501600304316e-6,0.4803700711638373,0.361,0.15,0.0751148438231785,ZoneB,naga-3
3.7268954816233547e-6,1.1195011400072654,0.574,0.366,0.08554343198970087,ZoneB,bpac
4.135342113948067e-6,1.5585596861574338,0.738,0.587,0.09491850754144998,ZoneB,LASC012210
4.253186095157828e-6,1.595449975910741,0.836,0.754,0.09762338044215763,ZoneB,LASC013605
4.5481014308488685e-6,0.2795846046325072,0.262,0.084,0.10439257214227408,ZoneB,LASC004681
5.252581848529558e-6,0.7364360887515804,0.508,0.284,0.12056251116929895,ZoneB,mfsd4b-4
5.947129738482293e-6,0.5314680604464749,0.426,0.202,0.13650446888738407,ZoneB,apod
6.662258423396182e-6,0.5294634817706416,0.443,0.213,0.15291881759221257,ZoneB,acp2-4
6.963324468109382e-6,0.25434966753339927,0.197,0.054,0.15982918651651465,ZoneB,LASC007332
7.3640242790658354e-6,0.3542775731881089,0.344,0.136,0.16902644927739813,ZoneB,LASC005917
7.423343011526218e-6,0.42224148954212515,0.328,0.126,0.1703879921435613,ZoneB,acpp-pho-5-2
8.26719439925617e-6,0.5703922226686549,0.459,0.235,0.18975691304612688,ZoneB,c3
8.268389933878048e-6,0.31761910260926063,0.18,0.048,0.18978435415230283,ZoneB,ada
8.881681814310955e-6,0.3112934643598455,0.361,0.146,0.20386124268387934,ZoneB,megf6-scube1
9.129470380582582e-6,1.0718716157480024,0.574,0.367,0.209548733645512,ZoneB,LASC018657
9.160936086655474e-6,0.3001159150483601,0.23,0.071,0.2102709659970031,ZoneB,dhrs7
9.39035070953215e-6,0.3626186078357253,0.443,0.207,0.21553671983589143,ZoneB,slc12a9
9.481535444058256e-6,1.1551395826901336,0.639,0.413,0.21762968304746913,ZoneB,LASC022640
1.020655985594565e-5,0.33022074609576957,0.328,0.13,0.2342711683735205,ZoneB,LASC000158
1.0290666329825375e-5,0.3084109558267243,0.377,0.158,0.23620166426848183,ZoneB,galm
1.1779161810145358e-5,0.2827243121630746,0.213,0.063,0.2703671010282664,ZoneB,Spice-4
1.4153385150881077e-5,1.3134211093859913,0.918,0.843,0.3248626493681734,ZoneB,azin2-odc1
1.4186017551555166e-5,0.35698765565855506,0.23,0.075,0.3256116608608457,ZoneB,LASC020950
1.4434329899275474e-5,0.4711160622641949,0.426,0.201,0.33131117417806993,ZoneB,cart-4
1.4484330936760313e-5,0.4145812727718677,0.377,0.169,0.33245884799145947,ZoneB,mmp16-3
1.5357892914347383e-5,0.4220083493142638,0.295,0.114,0.35250971606301545,ZoneB,sli-2
1.5427098121738392e-5,1.3180986422649599,0.557,0.328,0.3540981831882613,ZoneB,LASC020961
1.5583057171033254e-5,0.41789942253612755,0.525,0.277,0.35767791124672627,ZoneB,MT-000010F-cox3
1.603728699391331e-5,0.4552400029338374,0.525,0.285,0.36810384837129223,ZoneB,zadh2-2
1.7724545740183047e-5,1.0478882334267505,0.754,0.587,0.40683149837442145,ZoneB,LASC015189
1.8271081446928647e-5,0.42518118523334625,0.475,0.225,0.41937613245135325,ZoneB,slc13a5
1.8562280103565874e-5,0.42092160608309426,0.41,0.188,0.4260600152171475,ZoneB,phm
1.8943162600407037e-5,0.43143545884975937,0.393,0.182,0.43480241116714274,ZoneB,cfb-2
1.9048141400487796e-5,1.3610756241920507,0.59,0.373,0.43721198956539636,ZoneB,LASC013604
2.0113685312158667e-5,0.8728707747712616,0.656,0.455,0.4616694189699779,ZoneB,aael006169-2
2.025812562916511e-5,0.45759419844071214,0.361,0.162,0.46498475756622676,ZoneB,kcnk6
2.1553549480468096e-5,1.4048009084947513,0.689,0.629,0.49471862122518423,ZoneB,LASC006929
2.2672553536696296e-5,0.3411246878109513,0.262,0.093,0.5204031213277901,ZoneB,hal
2.296475078617527e-5,0.7647605501325424,0.557,0.36,0.527109924795081,ZoneB,LASC012795
2.533556763380536e-5,0.354391994308446,0.262,0.096,0.5815272838987344,ZoneB,LASC015188
2.7547891086801317e-5,0.457170455008054,0.557,0.328,0.6323067441153506,ZoneB,LASC015193
2.946427265137785e-5,0.3870722571834072,0.344,0.149,0.6762934501670758,ZoneB,actbeta
3.0408390353522822e-5,0.28115360428784797,0.23,0.076,0.6979637837844094,ZoneB,siam614-5
3.195488329974296e-5,0.32731888828592093,0.279,0.107,0.7334604363790002,ZoneB,LASC001317
3.290201717905134e-5,0.6562880627007843,0.344,0.168,0.7552000003107654,ZoneB,slit2-2
3.40429730630787e-5,0.42170972093185016,0.426,0.213,0.7813883607168454,ZoneB,atic
3.416653076496391e-5,0.9480198028880937,0.623,0.448,0.7842243806482166,ZoneB,LASC001961
3.5733380284116797e-5,1.4958587656384266,0.738,0.614,0.8201882776613328,ZoneB,LASC020966
3.5983180901585084e-5,0.45910064101041664,0.361,0.169,0.8259219512340824,ZoneB,LASC008965
3.9863195458285754e-5,0.31973382716049836,0.426,0.203,0.9149799253540329,ZoneB,LASC011984
4.1048979011149585e-5,0.3018721537598747,0.311,0.127,0.9421972152429164,ZoneB,LASC001967
4.256914110736698e-5,0.6359986439177817,0.311,0.133,0.9770894958373942,ZoneB,LASC013411
4.7074111324969e-5,1.082218317541027,0.574,0.344,1,ZoneB,LASC016868
4.828667689417827e-5,1.6418943047946426,0.967,0.99,1,ZoneB,LASC009364
4.8542752594812225e-5,0.7252724932750769,0.672,0.484,1,ZoneB,cpt1a-2
5.1963414632024194e-5,0.25638223830300233,0.295,0.114,1,ZoneB,vat1l-2
5.281104104825894e-5,1.127569801047962,0.754,0.585,1,ZoneB,LASC013602
5.559135559310719e-5,0.5645672827265573,0.672,0.471,1,ZoneB,LASC015165
5.639931258566645e-5,0.4289764846210193,0.393,0.193,1,ZoneB,cpb1-cpa1
5.7855941835907795e-5,0.350338532302118,0.377,0.174,1,ZoneB,pnliprp2-3
6.024922655219029e-5,0.36188033429287314,0.328,0.141,1,ZoneB,chadl-3
6.22207113073429e-5,1.0043252023844196,0.557,0.398,1,ZoneB,LASC018656
6.359438613322267e-5,1.0680125386754002,0.885,0.848,1,ZoneB,tg-3
6.513971462323238e-5,0.4287393357685272,0.344,0.162,1,ZoneB,LASC016583
6.594399254579699e-5,0.31062259941360737,0.279,0.112,1,ZoneB,faah2-13
6.790538645448279e-5,0.9181132123617111,0.623,0.417,1,ZoneB,LASC011993
7.154157201158694e-5,0.5915149860598949,0.443,0.247,1,ZoneB,LASC020516
7.495264189901125e-5,0.28472250505991775,0.279,0.111,1,ZoneB,LASC006201
7.529455099957907e-5,0.6650386251603955,0.574,0.35,1,ZoneB,LASC020959
7.625066422836449e-5,1.3442667775435675,0.852,0.803,1,ZoneB,LASC020958
7.805874251635095e-5,0.3100772463934085,0.23,0.082,1,ZoneB,LASC020952
8.516383009088073e-5,0.2929853443295208,0.246,0.092,1,ZoneB,LASC002511
8.661500043455328e-5,1.0103545080238971,0.885,0.873,1,ZoneB,LASC005175
8.67502898600477e-5,0.5935599995520451,0.557,0.35,1,ZoneB,LASC015767
9.359989690058987e-5,1.151266923983771,0.787,0.661,1,ZoneB,LASC005500
1.0007426935773054e-4,0.8362866218752523,0.689,0.564,1,ZoneB,LASC020464
1.0364756751258485e-4,0.47242344345098136,0.41,0.219,1,ZoneB,clca3a1-2
1.1060745957575033e-4,0.5182905896248278,0.705,0.482,1,ZoneB,cpib
1.1076157268468728e-4,0.5038692668927115,0.443,0.239,1,ZoneB,tnxb-9
1.1209120370420957e-4,0.2616626966352451,0.262,0.102,1,ZoneB,shmt1
1.1970185518338777e-4,0.2801392997515477,0.23,0.084,1,ZoneB,pxt-5
1.200974711228249e-4,0.3812254248658621,0.525,0.298,1,ZoneB,LASC018306
1.2342844880995903e-4,0.3433870940696988,0.311,0.139,1,ZoneB,tdpoz4-15
