p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
1.9588304343072066e-16,0.9289055910149676,0.657,0.427,4.4961034958653314e-12,ZoneC,calr-crt
2.7534366918980907e-16,0.570938634023823,0.459,0.216,6.319963238913688e-12,ZoneC,mgll
7.8524001147786505e-16,0.2933240242759042,0.209,0.041,1.8023613983451436e-11,ZoneC,paqr5
1.436569374724318e-15,0.5280379164232,0.213,0.046,3.297357685804727e-11,ZoneC,lrmda-vnn1
1.4377487352226948e-15,0.270775537862924,0.172,0.025,3.3000646719566516e-11,ZoneC,cht10-chi3l2
1.815657943234645e-15,0.26848138125481447,0.168,0.024,4.16747967710648e-11,ZoneC,rimbp2-2
2.3709769228005172e-15,0.5465534588047005,0.504,0.256,5.442103330904027e-11,ZoneC,tpst
6.9911797644279e-15,0.6105166492358669,0.183,0.033,1.604685491329136e-10,ZoneC,LASC007994
1.4634321612812828e-14,0.3085923345103309,0.235,0.06,3.3590158397889287e-10,ZoneC,cpt1a
1.7911516241540492e-14,0.4167703696881122,0.444,0.208,4.111230322920789e-10,ZoneC,tm-fabg
2.962771380147041e-14,0.6779128596869213,0.578,0.356,6.800449148851502e-10,ZoneC,aael006169
3.1785957502387593e-14,0.5572277504651368,0.571,0.333,7.295830825523024e-10,ZoneC,lysd
3.477522953438894e-14,1.3102004483976204,0.843,0.834,7.981958435028293e-10,ZoneC,sams-4-mat2a-mat1a
7.04223098339181e-14,0.4641307577186672,0.437,0.207,1.6164032776179221e-9,ZoneC,ephb2
8.736475381897225e-14,0.3693617575849739,0.354,0.139,2.00528319440687e-9,ZoneC,phm
1.7071815118945628e-13,0.4698195648606252,0.369,0.164,3.91849372425159e-9,ZoneC,fkbp7-fkbp3-fpr2
1.9630743182627615e-13,0.32115066742855025,0.22,0.058,4.505844482708516e-9,ZoneC,LASC015770
2.180001166671099e-13,0.5545736525119,0.433,0.218,5.003756677860173e-9,ZoneC,LASC011225
2.5139568640047604e-12,0.8725076478083147,0.787,0.653,5.7702851899501264e-8,ZoneC,LASC000095
3.0807510696316014e-12,0.3802944755367651,0.31,0.12,7.071247930125415e-8,ZoneC,LASC012963
7.76766908691978e-12,0.741792356839035,0.631,0.448,1.782913085520697e-7,ZoneC,pank1
1.5398932567571102e-11,0.47344815839342375,0.44,0.241,3.534516992234595e-7,ZoneC,igf2r
2.6153835864708432e-11,0.6453830914557844,0.358,0.177,6.003089946026526e-7,ZoneC,LASC016829
3.14764813234499e-11,1.9213177372679964,0.265,0.099,7.224796758171455e-7,ZoneC,LASC012649
3.880922519819041e-11,0.3515972358699957,0.358,0.166,8.907881459740645e-7,ZoneC,c1galta
6.062349620820488e-11,0.484113545639818,0.366,0.18,1.3914911084669268e-6,ZoneC,bco1
6.232915051507523e-11,0.3927414662090853,0.343,0.158,1.4306409917725216e-6,ZoneC,LASC019529
7.421049555345629e-11,0.6852924977798991,0.713,0.533,1.7033535044384822e-6,ZoneC,pdia3
8.794353889761457e-11,0.5283757198913923,0.493,0.289,2.018568048316947e-6,ZoneC,a2m-a2ml1
8.888625418638623e-11,0.32382364083021253,0.28,0.11,2.040206192340123e-6,ZoneC,tmem205
9.821418365420759e-11,0.3474929997089714,0.302,0.129,2.2543101574150267e-6,ZoneC,tox3-tox4
1.2218169054903314e-10,0.7903127575912618,0.634,0.472,2.8044363431719574e-6,ZoneC,npc2a-2
1.2994557815294734e-10,0.506434261551524,0.425,0.235,2.9826408553446002e-6,ZoneC,tecr-art-1
1.396174506678765e-10,0.4243964355447704,0.448,0.254,3.2046393451797693e-6,ZoneC,lgmn-2
4.278919803101253e-10,0.30973343639762196,0.261,0.104,9.821404624058307e-6,ZoneC,mcfd2-4
5.374507248966571e-10,0.9139396968502145,0.892,0.833,1.233610648855297e-5,ZoneC,tg-3
6.300944771611141e-10,0.29210604611923247,0.239,0.088,1.4462558534279052e-5,ZoneC,atp13a2-atp13a4
1.2073354593735519e-9,0.5203516936043702,0.317,0.153,2.7711970799001137e-5,ZoneC,ucp2
1.6663984799383132e-9,0.8057865741739194,0.881,0.85,3.82488443100241e-5,ZoneC,znf706
2.091447667842971e-9,0.49719713014330347,0.608,0.435,4.8004998319999716e-5,ZoneC,kdelr2
2.2490777646763053e-9,0.6219705097615331,0.672,0.533,5.162308193261524e-5,ZoneC,syt1
3.184061431242863e-9,0.72796953048063,0.683,0.532,7.308376203131743e-5,ZoneC,LASC022304
3.3244844096462406e-9,0.486084598491337,0.567,0.415,7.630689065461016e-5,ZoneC,znfx1-5
3.694918422981243e-9,0.5081269952842541,0.369,0.192,8.480946256268848e-5,ZoneC,slc7a5p1-slc7a8-slc7a6
4.732313393370653e-9,0.3178008726888115,0.31,0.15,1.086207893180366e-4,ZoneC,cyp18a1-7
5.785869898183839e-9,0.28210582849574767,0.261,0.112,1.3280307177301366e-4,ZoneC,sec14l2-21
